Agent 1,Agent 2,Agent 3,Agent 4,Agent 5,Agent 6,Agent 7,Agent 8
-2022.0338438566957,-1611.0328478243314,-4500.548736189886,-389.5805185191099,-91.75564020002129,224.89850992496656,-309.9821748834142,-1580.1361087184503
-1893.441088790002,-1420.1782487886614,-4394.118405475909,127.05890044297382,21.870025986989173,288.54634822780554,10.977378972934176,-1486.1908171746327
-1796.4134672720108,-1736.1833555068038,-4471.314205518621,-214.48193285046708,-94.5956335563934,323.6131280688795,-110.0512972537824,-1484.7883637025648
-1795.9603299825671,-1848.7463183666337,-3922.6330526341544,206.53407525467327,-954.3314878053909,452.52195139823255,-471.62565041753004,-1999.5255177495146
-1602.6938651362827,-2090.2392030235674,-4091.3058742820062,210.09695521474868,19.708159597814642,367.93645280735285,-161.79031693836814,-1816.8239711935548
-1640.5392834322756,-1066.8562059615638,-4833.905033844914,194.52661192111083,-260.6510748117382,299.874330117622,-154.7149235377952,-1552.662505636475
-1209.1530550500875,-1423.444968062092,-2270.9791203054106,336.8368874002082,-208.24589047884763,328.0089345036989,-186.7115279529898,-1271.2811561922454
-1676.479579493428,-1366.8843593121082,-3381.5465976695154,198.0887691632426,-325.6617282932475,253.41271186337045,-25.68555138198697,-1304.1993017578807
-1975.927047325849,-2209.446836376668,-3529.7876436257748,140.94359042859335,-1407.5446515855915,316.22051114808824,-9.665545473556406,-2231.8087659872017
-1823.8503457544343,-1659.7794809723532,-4402.885801121049,26.4364183558843,-449.9427869106303,267.272586840683,-95.99283391756575,-1540.0921630172688
-1358.6478272438603,-1100.7742599368246,-4275.483831924549,155.74143749822895,127.10933080196298,351.91880802540265,31.561507085542026,-1654.515387869878
-2040.7915963318414,-1725.5610242912362,-4242.4530417021715,12.709277097087565,-145.6148039912635,278.64139155851143,13.620403477458474,-1782.1523204995676
-1740.543461851998,-1299.9492574834633,-5710.925450244356,166.4635261699834,50.07185127705167,303.07808955451264,6.557307601898884,-1340.8523705285552
-1719.057595245953,-1760.4291469214895,-4669.05824306435,139.11544746130846,-702.9703192726288,234.68210734632567,-128.4561524736656,-1568.7065061172032
-1813.8439689295947,-1186.3659807370818,-4700.199701414532,78.60943853546829,-307.2649497322335,308.91719819405125,42.36311101339031,-640.4540314055666
-1889.8475038399486,-1275.992031551041,-5218.511369343084,117.71684271286546,-145.07868463842132,330.23720355085385,-50.86372537122514,-1123.5955312574372
-1912.035761193635,-1323.6320802952469,-4181.676457173913,-510.95865230079346,-224.61283228029322,274.4690896787295,122.26675258751851,-815.4271405327147
-1792.0802573858382,-696.7852000816047,-4150.121718059612,-43.22392304758791,-232.13022668807665,277.37201463925385,-295.0280044534939,-1578.6531604929346
-1293.5706516619075,-1457.8962365101465,-3486.2346683368064,148.9226160255247,-158.58070194143238,253.99942943333235,-170.99406328783488,-1743.9457763095493
-1470.2172210898161,-1468.237596222996,-4340.475224746455,131.7041815801918,-403.20477460751295,305.69569514424666,40.62734061413469,-1342.0957591500364
-1294.3860462082046,-1199.272341335715,-5791.737337092113,74.03824014616197,-263.27649985527387,286.63081383431177,-274.9723423167793,-1424.7966144022314
-1555.8763310843847,-1274.1699246595763,-4790.641685877488,289.80568422743465,-14.73885431512992,263.1751766508885,127.9880383049991,-1743.0580517177325
-2028.947586799975,-772.9589011044877,-5517.035312578362,152.27438690673904,-136.3837303180419,329.3195481021318,-178.3000426485731,-1327.375468657293
-1334.1856476513467,-1692.990456873917,-4845.728226719286,69.07163412840546,-213.58256498108778,438.1978281125939,-149.68681629264682,-1646.9800689505264
-1366.38330120189,-1291.31132243953,-3680.288882018407,200.5431766949932,-29.02528572060129,420.8131307116454,-138.41621372328058,-1655.0994653211355
-1609.543111706352,-1060.6342755062487,-4622.897553326386,111.07429946966387,-268.71325025207705,247.33960736296902,92.00161640174312,-1281.457293612737
-1885.5597937287287,-892.8024218687985,-4145.426391722598,186.61008467874026,81.94676459214266,298.5841924808095,82.34041778420227,-1754.5101687894949
-1016.7033158019422,-696.3314997947064,-5193.456454801976,-80.18236793170124,-99.16627660534641,289.783920715396,114.09767189980363,-929.9172311983963
-2206.360514487595,-2001.2305323678074,-4900.629868499075,10.82447098670734,-575.7357879969161,299.4566528730327,66.23259015775939,-1283.765586083722
-1398.4915581991954,-1660.9384472378854,-4294.7657724550445,184.60675842809331,-48.299767144581494,253.8034162805923,76.94208152126973,-1346.821943186752
-1410.6093775085499,-1287.6224029188577,-3727.3504510860266,193.07570943367614,-13.439628388043246,276.0542548104419,228.93027155341073,-1489.9443256521224
-1249.5690061811629,-1118.7961231467812,-4148.012069986211,213.17533789490392,-229.2880539115498,258.4362083810825,242.76673612465524,-1977.1761470659148
-528.4618111071843,-1960.8983437918996,-4530.798192542087,-577.3478622110185,-83.00340640775568,270.1183714379155,-64.7822108178878,-1214.4801248470435
-1367.2487297312298,-2262.8824322050295,-5473.541488988466,-26.820843752523672,-892.5132169604717,261.3285962892637,173.0010523251064,-2301.464080507675
-1326.5006056028728,-1781.3603348091024,-5000.023094446128,216.48175034117043,-540.9418990898157,276.8116755686044,127.3232353889585,-2008.646115661263
-1665.8757806556964,-1117.087593108551,-4678.081265355006,189.57723800501594,-150.43163732079773,210.24643431073687,170.74845924885813,-1689.1941798200894
-1020.0955542131096,-896.8076356193214,-4411.989366134354,-58.808629588579734,-288.1802082197199,312.71457209512903,-20.610507490784286,-1302.9228214048676
-870.2675378136047,-1138.0471545718979,-4128.036874820236,179.77170727821272,-36.83245166145103,285.88529237496186,195.17597131224784,-1996.652936764562
-1378.101952922116,-2720.079364357741,-3843.5856954167057,12.166059605102518,-567.272303484589,363.081760290883,271.9890581533124,-1580.8616287687087
-1233.8459277921845,-1791.2127807150173,-3970.767455508587,246.2876055348695,-92.82879364618209,345.38172398170525,342.536300229532,-1786.9128056263462
-873.747044109869,-1680.3605263486318,-3799.214914593277,189.74225895669818,-160.7943620167413,361.2841455331852,149.987078803113,-1479.583992014912
-744.2730909943233,-1058.0988376893786,-3220.909531937953,174.55788823099246,31.394354615710995,307.17319938847925,31.20329293530269,-1380.6654373437696
-1179.5693337160496,-1585.755145680104,-3871.9950051777514,100.7567735593575,-92.09718076913796,286.186148807758,135.51916839443027,-1128.0304134083005
-929.0201016699887,-1993.264409675891,-4659.292285787859,239.49791450554596,-326.8646762847688,245.1863663253161,-251.06919811183525,-1874.0563590217016
-1134.9636422815336,-1831.4153286484311,-6094.033341552,217.62084533991364,-386.36474634749186,279.74373465094294,56.828185230101326,-2257.3405638381037
-739.2223665722005,-1340.3313068302068,-5012.397396581151,286.0106268942802,-43.25716154144882,245.58482375541917,-98.23958091705332,-1796.261658476496
-500.61189573113336,-1447.3287744330537,-4680.198286894822,80.94651626038632,167.1802164592132,297.66544649128474,89.03978555744985,-1659.7184847328874
-377.7803493454844,-1034.8472167221494,-3844.4974703846065,246.5357070069063,-157.11268388460124,327.82652800633184,-49.22752921235801,-1514.247510165077
-679.5649621558074,-1596.9211236915187,-3254.5246498552515,245.43693285424962,-141.9537521764751,534.2128745307771,31.88260195636221,-1425.6345852740526
-1223.3962183510307,-1493.2189163036276,-3765.5638849937777,201.38565746175567,22.37370566081477,289.95617249382127,-4.239730329473026,-1786.9291338936496
-506.0393849644806,-1607.5093230341552,-4994.374724468045,159.02409230536512,-70.80061360457259,278.6989073783107,147.82949635490755,-1456.949147854996
-536.7634239385701,-950.862581194073,-3527.995025784894,89.1848534485842,-84.80181754292303,312.6766265125301,163.7871344722481,-1071.540396180866
-336.3597035120141,-793.1924855474731,-4347.950714570894,252.93767669110935,79.68525315790522,271.2006705846359,148.77297340091226,-569.2747922283277
-1043.9987953215636,-1695.7997764511324,-3083.542110103641,104.47124342490287,143.39855129344966,246.4824331342005,79.10866300068226,-2062.210507840814
-575.8943296146617,-1522.1335271739345,-4339.654499228183,197.46224758476524,93.00424456611881,243.64800884597773,337.56517783127435,-1482.3920331722552
-603.4896012121194,-1288.4912926679253,-3936.7041191745157,143.64250734536654,107.07781114437813,266.6546728899042,131.2393186353371,-1411.5042812357879
-631.0336759687423,-589.2658647252656,-4177.562055403867,256.7352077248143,10.665505757107553,322.59611046944343,-46.54965930461259,-1033.1064951901499
-206.35005143303326,-1161.942245050789,-4237.060110107111,117.82153308639487,-200.28925292935855,287.1118033481305,-1.5497261151132022,-704.3742976072818
-542.0982000511115,-1743.111320512744,-3232.215485373549,194.74079458414536,-550.9915941461875,307.10760257093466,196.31115461275752,-1473.1251558337099
-566.2754573435793,-789.580380976211,-5509.516809176015,275.13536823811455,-56.216556481572006,494.0133257054234,207.36899043661637,-1454.6332177996435
-204.8181961640623,-1210.2759869414836,-3931.1323560229234,-34.957673407188025,41.4118444436708,306.24174992005265,21.79492791278726,-1037.2826963545194
-424.03710102980017,-1000.2749646111047,-3603.65333893123,21.611832623527036,-30.31165559398741,298.1799411166618,220.53007870350336,-684.0033233820762
-378.11869921268874,-908.0193594960504,-5271.760664177012,71.4603694540293,162.12596621633617,327.69222848811853,53.810434928648675,-859.4141333040014
-344.9406365058907,-1369.3948032284516,-5747.156300492272,56.75874353606008,70.15796350136137,364.1588357690015,189.01107104624128,-1346.9283175789765
-478.56395739772825,-870.7787159727652,-5707.89251431071,296.9249647371458,-123.9741096578266,264.88380260838767,-68.0367395088264,-1528.2562338377386
-714.5379643833552,-885.1120513053107,-2067.314234845733,149.5387876503442,-259.9774373450456,336.7303841919387,188.7944470830115,-572.17576511208
-252.7931578231158,-1457.556361716653,-4206.376191457273,227.42495216282867,-59.02781783772498,253.3565191158164,-330.9549885846252,-2001.916678162937
-210.25337344497274,-1141.1259355311388,-5173.542275707503,105.7340696719546,-402.0814691491619,274.7829030366951,84.45976492809797,-1333.4283481473951
-620.6046808991166,-1887.8436961580003,-5275.663405224538,106.47122291375491,-630.2640376209979,244.08037670572017,28.47891795338814,-1166.9894037074998
-87.78720165795673,-742.1538577577937,-4510.920978743393,193.2316284075464,-380.8911729430463,315.5732253555196,-248.3145444112778,-1218.8689329962885
-106.52685124528202,-806.1556546937763,-6152.201547808074,189.01241371554812,-84.79599676798394,103.33395818268914,144.22756527907836,-1173.0824694968294
-150.46095564488598,-810.8548610315247,-5188.947490429808,171.89957657024735,-291.2029100343596,300.8889470811776,214.1978821345969,-893.6616643325644
-320.29179536751826,-1048.2348388982005,-4505.755352029122,104.48526894880953,-148.91773395782178,310.6289989765211,-28.771573864551044,-544.5300829663026
-172.52775936711907,-1293.577510368079,-5856.410631273127,43.25506420784437,-519.3739297258144,297.18873891715333,56.6784563110572,-1459.6923101794537
42.63566624646117,-979.7861326910511,-4451.738192764229,40.97154728175825,-19.119222746052166,232.42275727752462,116.80295946745017,-1005.1425644149929
-330.3526096940101,-912.5058697309662,-5275.307252370727,209.09999357344762,-677.3350357059824,283.08002143951956,26.38121884523011,-1800.3107609006684
-172.23748542988227,-697.8260870593491,-5746.570887093256,-36.52604514598053,-445.0361085846787,228.84043389240892,29.02848868285243,-1412.5586266862058
-317.0529088680588,-1156.9452439971942,-5299.469324230198,194.49941560678315,-752.3681331518279,284.77569588567854,120.44587723791902,-1238.167370588917
-218.7050083836955,-1666.883212363336,-5392.707444486021,-92.58939236666839,-534.812997975246,265.4453225649893,-217.56403749150624,-1470.4115561635483
-411.4796678944744,-1132.6776325112316,-4444.44024037459,183.63745977299703,104.99485871236465,276.2262004208782,181.92872322422417,-697.0578314254856
-28.306779129306136,-833.3724531243085,-3987.446913573609,234.41687996102326,-321.8864476570534,253.61494750354336,-336.18965806330175,-1734.6936010185
-561.9235903489866,-650.8973725847324,-4123.033449987296,84.22647278657789,89.94886090219335,-103.09986949153858,104.6314965505166,-1161.790393554927
-90.54099033481124,-1142.288544165017,-3987.9266559674857,80.63948513648037,205.8076749324616,197.41150148237233,158.8707835655186,-955.0937668476735
-377.00334668620116,-1522.1516134438214,-5730.150820705288,288.71036901621994,-646.8915468820474,263.5291489012662,153.89880384850161,-1561.1061023328664
-347.916605328727,-1433.4535382706938,-4233.880957675654,241.46324413946408,-1052.846251605489,254.95617919942077,97.23781665108612,-1267.646851851596
-56.943079921224026,-694.295581647604,-4650.637565808309,-13.936894054975411,-196.5585547946092,281.0403207391105,15.302121800133776,-1193.3374715152981
71.4927901683235,-524.6313667347354,-4532.248785404339,94.72179078900007,-38.4926327212996,274.0957459728254,117.9550379663917,-934.7700679270633
-72.17061291116315,-1045.8152920743137,-4405.475526284755,217.58479678490465,74.37829268903526,212.60291718800949,115.65161964855855,-764.0746854215922
-935.7138649961993,-1476.3599326853605,-5127.196016840599,94.4223680812678,-381.1612544785323,472.7977036417539,-280.50153493806357,-1165.577279243834
-284.8117973609553,-1046.9782255188516,-4053.982013701765,383.3408566408226,-145.161729866542,264.5496235971875,-44.73093976577421,-1292.046547334565
-244.33336306251928,-597.7259240564372,-4978.322372336579,11.076365085440749,65.91603379622454,351.65468288816317,-449.6142585855898,-1161.2976995914373
-266.9977401345599,-1026.1932324120496,-5946.9515515960775,246.4220024765811,-122.88180037498334,205.96363191289475,-700.9968746570421,-754.5051611639694
-71.94472437433033,-571.4245165302559,-3516.6901063291407,125.7137363704427,-333.7645895645691,304.35054709327017,-91.14210899426878,-852.0960363701014
-55.5800883638295,-1361.79484218864,-4444.860477084609,172.0074398468359,-883.2318312971208,213.41460078675183,-310.1233133175268,-1193.8608893827284
-93.55186911354791,-977.5509222593877,-5376.9907586821455,182.11898179633891,-396.62463800883484,264.1641898834384,-26.03257369662586,-539.7764894420434
21.15410957142869,-597.0013362875602,-5160.248567983019,-219.02923742419472,-582.7553728659118,302.6868450931237,69.71035374935079,-610.1321449362247
-395.0736253074806,-633.525235915291,-4941.632031698983,272.24388217432704,-325.15410112129956,294.92601505061725,13.865277238844527,-608.8191710960664
-9.056146824023969,-276.1816847564843,-5174.642687386918,106.45781403755025,-161.93693610832148,251.89551960181805,192.33819498799897,-577.0982165409969
-293.3975877032004,-1395.1773743010629,-5676.399710060111,167.87088941575016,-18.175928857729804,299.1213897407988,-11.904683935737737,-1235.5115561935859
-104.1971312144191,-993.571623117193,-3514.4746008053526,178.053321845328,-98.97535581856302,322.55345571854104,-347.28637812111293,-1368.9173433983942
-39.96929187402766,-603.7338336538976,-5138.844243640697,212.39154523349714,113.33649637988651,422.72296369267417,-89.27286761967511,-1050.0327655633105
-193.8743899988171,-978.3608608931447,-4904.84868521057,314.54050926164587,-328.1574681706073,203.82915157336845,68.78754802789797,-651.3108192608832
-331.75066920057554,-788.2622727889271,-4948.286490954662,230.09531898682846,69.04722867452489,255.49239231278779,-543.235241021191,-902.4917830640145
-16.551359369889077,-970.410089553889,-4156.182935562015,166.55826082492624,-682.5823597719088,277.0398182275623,7.002099467316839,-1614.695014507884
-281.6263166712647,-629.4207466728653,-4227.9893242998005,-79.56999960313699,-375.37278395136957,308.7826658728188,-618.9528274446146,-816.0541611349536
-94.80482882611093,-711.9513641957781,-4398.067975470112,205.04749024303152,137.92776077200966,334.08096532734453,85.46916572149254,-855.9568311388796
65.45877983896145,-525.8768393300438,-4363.882384631949,17.658252856925344,-113.07447318137542,342.4435826166706,20.900532964597673,-945.1327454050245
-65.45939518646901,-901.3072116265391,-4685.885309489477,-92.16898708641233,6.708550402914213,262.8163056841029,-468.0664215108724,-340.07954778653266
108.62335211876493,-1481.4394140118059,-5666.168065209145,-345.8256413827528,-642.695680731856,325.15470767812485,-1.3174575340019032,-1272.1541182790143
-118.74555226976142,-918.4788173930529,-4133.711260374799,211.54536437770992,35.41370582522524,293.67513305076494,-299.9604309855123,-1053.0211319081488
-21.926400405376356,-486.0937282307825,-3852.9028150585755,206.79590191115037,-57.216730352993906,344.1481590755934,-312.71352776353444,-852.8075446733847
-104.05415149271077,-563.7727602463467,-3273.2232723055977,79.98282633193503,-357.1698262093453,282.33785619254763,-662.9660787074366,-511.38817311291007
-136.8176576946296,-1034.9652059987786,-4595.991261897676,20.38191071300288,81.63217042935096,264.7319768597192,179.31312288368227,-628.6931858090172
-67.64334715566524,-1353.1864611617088,-4412.23951025879,-232.03637735700778,-236.75404860075744,273.8477682520323,-847.5622239906141,-1114.846344475059
-118.39782381266855,-1267.333176740614,-2692.586113831924,-304.07643036934553,66.92325176692951,197.5626251819664,161.03751970890553,-831.1578572245334
31.455833703758245,-848.2540483594694,-3289.9813811300587,178.09675494067255,119.95321034915477,324.47462559612177,-784.236238591966,-421.5082118402099
-126.77480888403718,-417.3172112205881,-6421.302007818277,-181.00301840945053,24.72701346544423,255.21224865101013,53.5654459977884,-415.91240609616995
-131.37058684337907,-450.2175492258643,-3963.5728322537943,23.69901902566734,-77.16750087521018,227.8443324282378,-344.9259555722414,-512.6863534156164
-22.033818181024117,-1193.2626599746818,-2727.926343077357,160.93746784130792,-201.0754918752101,275.16391649657055,-712.4297116860542,-1168.312097490837
-99.0462594482491,-1105.9165491307535,-4089.3872176432383,30.44739489772813,-36.087362849590605,288.6380769528438,3.2655641428541315,-1112.822872840764
-132.20778232625491,-343.9149743156549,-3868.3683088792277,113.84984186113034,133.9854851418695,240.72567200676448,-272.6634301322424,-578.6862044386303
-265.6975010966832,-442.0980781015481,-3486.9841088488956,108.59663705606079,-822.4469182413513,304.1183879550449,-143.0138609836167,-160.36127574073143
-295.940763662421,-469.6494382197379,-3586.7868487702244,223.20343929204435,-314.37909180543846,288.50206157665247,186.04154750625682,-1061.560314722201
-374.8366850241284,-1085.0481383637734,-4185.791016736412,198.71166525682,-67.59836878069322,292.10568798389227,-90.09103261574626,-1237.0139754327797
-193.99441679632906,-900.519469597649,-3504.9540993086457,-25.62178834694663,9.83242567695769,258.87282119687785,-492.90200796552557,-1248.6874280699985
-395.132945102133,-537.9735129009921,-3766.096279330109,239.92689746378417,61.1372910045572,338.3843229544614,-20.862173696699088,-898.3037827708176
-68.76813527595802,-460.97623208581416,-4157.118977818411,220.8817124729366,-279.88503740199013,530.1150804752988,121.4709828351405,-897.1517501310962
-69.04199441117277,-556.3320795749805,-4224.40042691145,24.378243439729914,-234.86292423527465,27.374321549984913,-187.39703845224506,-616.0223206561279
-82.49060782544872,-1133.6363657791844,-3670.345291716517,153.21464650925518,27.151595501303007,247.4292319797821,-255.99075685582275,-1096.2399675811037
-400.84356444720015,-596.9087623703119,-3088.8517683354503,-403.26251298466286,-71.56194635049789,307.0888570800259,114.66469939576669,-1065.1257297910877
-382.58688413342736,-352.5590153565411,-4945.881182605637,137.07568933134212,-61.59220365615302,295.7136060278185,-110.77031892310767,-643.9017420431345
-162.22784071613285,-368.92789103062347,-3940.184714408263,197.66368837467542,-591.5946652283207,318.13976433624975,-77.4956988673325,-622.4274537573963
-73.74315390344809,-123.43704788489298,-3509.994313818433,174.58396681823746,124.6032339155478,246.85278211610023,-20.81128379241585,-753.6487763742593
-147.5960288900362,-930.8725792559891,-3673.1275882022683,224.60800234523316,28.710143310994262,260.3687383182995,-2.9840602739406705,-1150.0295660569973
48.174102256619435,-828.7201660796513,-4044.5160154015675,207.33507459132932,86.79713699403922,297.8800466479429,-965.353240901825,-790.5390552057927
-5.805500897432864,-549.2296376591073,-4150.946945507829,207.02651539111363,58.4365003792099,299.12115490014105,-93.14964888145099,-1131.0810024054938
-164.95777863582794,-453.10682783917565,-3696.819734935796,109.97300290607973,125.29048372665127,359.02839190910316,-123.51591188265493,-551.0386909588642
26.195665620236102,-615.954263085893,-3462.697025333485,122.40598560534151,-92.06952989752949,294.09211722907423,107.3251845611352,-450.3028275078277
-337.7779857572167,-924.5323529236668,-4434.961473983098,157.36370006871655,163.48303266414842,245.49413568629342,-221.06413031885032,-802.268722174659
90.90139047417844,-748.8900915019161,-3398.848295663637,184.1250938908879,14.171937595647165,276.6184048786237,-378.994111406289,-977.8385094705307
-189.989399327063,-796.6382141345847,-3033.5237562329976,223.5136523668776,119.44364554961113,323.51668244657014,-48.72098857097397,-497.8388019659311
-24.02551323052152,-564.0536129868863,-3863.438739786106,148.13923880905492,-85.60494278721764,312.8607090145398,-175.3210558980517,-186.2919419605176
-248.5143324802229,-422.5534885997618,-3061.010416142748,233.0161689424407,-120.08825903662549,321.0471763351561,-780.496586001236,-437.83996352577736
149.99686699452332,-532.7792540094362,-3357.7009746533,171.31561286442704,-57.50294838940803,304.44187956753456,35.05550460427298,-769.2710340086167
-11.010286349242648,-946.9165267261285,-4135.358138413694,203.52621959345734,141.14290394699447,295.1026715239681,-81.97369642803218,-855.5775612340657
26.628879804821462,-633.1635970244711,-4557.116969951991,238.01683903304175,-100.72661838788338,293.36917312032335,-61.61143974927873,-627.1375403643605
-72.74843003780545,-569.9106351149967,-3599.80141487776,165.50488629865737,-113.66738061553495,310.4484395348675,-103.80738441406915,-609.7102601778801
58.35566303473761,-602.1158491621321,-4196.286966480364,147.00433458848698,-176.20198352109236,263.9219188224314,68.0083793547861,-787.944025645297
-4.456699582020576,-1361.6541760430894,-2996.2622663975635,136.29224705505317,-20.825925646353454,316.4918566062188,-232.8073916314782,-962.2968448363151
41.190425882338225,-948.4040297304145,-3623.9700838420285,145.9153001703563,235.30235549343922,318.0878654789682,-329.86713225232774,-623.223812065848
-2.9633702204599786,-495.166223827339,-5041.489071556288,261.68873486528304,-14.569553781938307,271.4635011598022,14.022709130062111,-704.470111647538
-54.88125388180261,-288.8052378730554,-3707.795796570892,241.6825934293736,152.4938759938939,323.5591885586334,-39.606900383976345,-476.4933427207045
1.5528872245627525,-201.05168244292125,-3842.8401202229593,418.93738852087284,131.82139431630742,375.47622758661146,-112.50719711559262,-741.1337706795255
-325.3702136895919,-1176.4057235100915,-3226.8177276243587,168.73092466555,137.1144200783102,290.44373262823666,11.223636192791687,-901.140126747859
-133.40154997294627,-860.0610188785435,-3860.751373251363,-25.177157646530418,-580.6846475814776,273.04528679584195,-474.88260124878525,-844.5219291551614
-144.03985527701667,-555.3391045495173,-4103.910976510242,129.16217018992998,103.02605433138652,325.08728475512,-16.463665992633253,-667.291430143643
-161.62304461270264,-309.6445217293453,-3399.9039880747896,231.71065126601502,65.68101006372703,273.0867983058369,-30.6868964936735,-85.22447679821308
-12.28471114569783,-579.4342398093559,-3182.635770853079,209.85083812266316,166.95997563471343,311.82185862369386,124.67114237840144,-1151.4970111745947
-69.53770686145205,-1180.1153832496411,-3991.678447721858,-334.8228835546147,-46.86997991001306,292.88817836871704,-91.15847677881627,-762.8083174102505
-32.71793398897079,-990.3667292867893,-3819.6734289382402,216.77328250119166,207.82538162568392,328.22576889853934,-6.221040338412465,-1021.4970593550688
-123.73213506485034,-680.3476034100256,-2895.0398661881536,191.53732420430498,7.404584784929458,341.7666215228089,-60.51640747777873,-563.905982414142
107.2842944316288,-432.32199881522854,-3763.414969719359,200.1265887231548,161.9739939923752,294.67008861744114,-409.6501077472376,-246.13402885855265
162.3550867790315,-199.50390182592315,-3481.2831856409302,254.83804503615767,119.19388232860175,235.93306125487234,-378.0271768820545,-242.5177023318472
-148.0490300882493,-1144.316713046358,-3388.805458361675,-73.159435887793,18.167975923910518,281.44291569282666,-43.783062524646326,-652.4681280194277
-67.96195249752309,-587.4550946950203,-3862.0475217193953,-64.29094483305799,-225.03340658223874,270.6841712971652,79.2703493619179,-713.8793791866494
-7.605123746856179,-17.257503555248874,-2697.2251962738846,177.3211510368697,45.31810184619545,320.62348610800825,39.0997749469519,-186.76829071478647
-111.04560881953083,-558.9600823493471,-4490.53286600463,241.42781156773032,183.8497752816412,51.740944560048746,48.76926123271727,-801.4778880887357
-40.44891389779764,-352.8673225901309,-3555.132454290794,135.6438341162454,114.35563207099526,264.98722807628747,-72.20425617306265,-534.3620286143345
-1.8240430043888125,-1135.8191763492964,-3056.7661205853356,-11.801936879102982,-104.08335083457689,279.1877584732449,47.87670710667106,-490.70782013513724
-3.270590150263345,-558.1925445179681,-3648.856343201808,159.29440566302185,180.70419830318804,445.28382938128925,-210.90526686110326,-532.6760531762786
-57.38186172195289,-833.6027167611306,-4416.367202798587,-237.5103477588535,73.10163738031285,262.95864975543566,-16.7163814775067,-60.65163864128749
-39.8221893733863,-586.9035001142802,-4184.443925375176,-219.06704541285237,57.203365334595446,277.66500256834274,12.758715339304139,-340.1661753922149
-102.29226672656463,-721.5912320978206,-3525.9931464800034,41.49147229153107,256.4627315575836,293.23827025216474,-123.31248700619093,-278.0171894392837
59.38428390076916,-1149.1833143053418,-3217.6901920306072,118.4536180102644,177.37697540122957,317.3661880364455,79.48224363828689,-1052.9585906019447
-7.893178219097081,-579.0878701966636,-3930.8491985905143,142.53385925237862,-149.08411915296048,321.15770916895195,-32.57169006106352,-726.4645415036402
-91.28252445046338,-704.2348511521766,-3932.932653769854,216.87455559212015,244.33954237084595,251.49458676678154,-42.51585099000706,-702.6086486736194
-316.3950748934842,-435.968090263575,-3025.608060216853,221.81769591336024,-41.58098320530705,261.60007734436016,115.63460704515893,-503.2382032242076
-54.87071413228013,-145.50995607988384,-3814.438928754729,53.138626694824055,168.194903809471,287.83638732341467,162.5622159462717,-647.5603222508487
-108.34486278234758,-1475.6619342238723,-3443.1416487129763,64.726002391247,94.16799490456087,332.79095605120256,163.5613660721159,-1173.4778169353535
-20.06727939667588,-711.1601674491146,-3827.142384680248,184.0394371197869,155.22784875692292,287.43905889680326,135.69810781549674,-961.4744613004156
-35.055474948034885,-312.56376562047546,-3519.663240302124,234.29932506455754,44.37746499904342,332.4529854104893,44.36468922841015,-670.6969011310987
133.44658814242507,-149.5890620189208,-3797.6869957312338,235.7555029252727,47.37890218757705,315.71530358081685,148.83422163891947,-622.6774045413335
-8.151415060062362,-342.69942186166804,-1707.5956874155868,256.4381094547839,-21.96895415657407,342.74009760397325,88.67579413527284,-294.8613820155714
-111.17385547260957,-858.5844819219526,-3067.676725091046,-396.17668462334046,58.44788864206243,264.7301884034923,-2.215089156708949,-790.8505134067575
23.1920254620275,-612.3154687144428,-3307.103869367922,38.07342947818286,-36.44608364540953,492.84277948047,-350.7003403542396,-558.9140918485916
-70.84505446515628,-275.3477472949965,-3635.2292397361807,261.38312009804235,54.772861325108565,322.8073841671767,-375.7966407383981,-423.3734369245773
-79.59754867572671,-52.84490246315336,-2564.2388105802747,-98.9180233227477,101.34634427768466,314.6127220114415,-312.6525437873968,-818.3008618824958
63.07851645285015,-504.64887656567424,-3595.5584236458917,157.53808773645164,55.80986659240497,353.4412682579819,107.20851929228247,-248.01477485092542
83.45805537618232,-1325.1322144975757,-2683.4635736692962,119.14345278574243,88.6234468413981,315.2588701210818,-206.03184287928067,-1035.5448138455715
71.1488753272327,-658.558986156321,-3444.537859629294,222.44231668139457,236.2847257213295,272.03911907695056,149.27386897821566,-1170.00717679829
49.48618350042419,-217.91952782816134,-3220.7915462099145,192.56657763772557,153.1778023008035,344.1786828633934,-305.90835367785996,-530.3338428772153
53.400361038866635,-381.8010144860177,-2773.1982393860308,237.70131440822092,196.92213387083137,376.0412375457009,-960.6322392481233,-474.5000038833962
-264.53828424523545,-86.6318204287785,-2720.361885551787,154.5754935645473,180.30691506927565,299.356809830055,113.34829258700765,-383.8166304386609
-2.7191045104943967,-741.7666270758552,-2271.984588877304,160.17701707147074,155.8271599895858,289.78262108622613,-439.20382759183406,-759.0139417095588
15.385180235849148,-384.8287469514983,-4435.904698926046,271.87400644972087,127.58244106496691,331.75213186995575,167.69026888810384,-828.1293776684456
14.597420276590569,-176.98056333811763,-3080.4936511905744,272.37619582949765,42.458622247489544,333.696445636739,-264.9334575102798,-373.9623429745352
-103.1027385751994,-262.52124069253244,-3540.922545217156,249.59090898209075,-47.21554926551016,383.0914913645893,-277.6560596002377,-612.1294501165573
20.348509888613023,-267.27449813578625,-1948.8364954694737,235.4749372986535,-300.328971204371,372.29764931184695,2.4642737537396044,-202.69198606957218
166.50203318563462,-850.7134761421235,-2771.4028919936572,205.86968440154942,-73.53022211079325,311.36633092690516,-94.28434706983904,-896.5262651713783
